Web Link (opens in new window),URN,LAESTAB,School name,Ofsted phase,Type of education,School open date,Admissions policy,Sixth form,Designated religious character,Religious ethos,Faith grouping,Ofsted region,Region,Local authority,Parliamentary constituency,Postcode,Multi-academy trust UID,Multi-academy trust name,Academy sponsor UID,Academy sponsor name,The income deprivation affecting children index (IDACI) quintile,Total number of pupils,Statutory lowest age,Statutory highest age,Inspection number of latest full inspection,Inspection type,Inspection type grouping,Event type grouping,Inspection start date,Publication date,Does the latest full inspection relate to the URN of the current school?,URN at time of latest full inspection,LAESTAB at time of latest full inspection,School name at time of latest full inspection,School type at time of latest full inspection,Category of concern,Safeguarding standards,Safeguarding standards - date of judgement,Inclusion,Inclusion - date of judgement,Curriculum and teaching,Curriculum and teaching - date of judgement,Achievement,Achievement - date of judgement,Attendance and behaviour,Attendance and behaviour - date of judgement,Personal development and wellbeing,Personal development and wellbeing - date of judgement,Early years (where applicable),Early years - date of judgement,Post-16 provision (where applicable),Post-16 provision - date of judgement,Leadership and governance,Leadership and governance - date of judgement,Inspection number of latest OEIF graded inspection,Inspection type of latest OEIF graded inspection,Inspection type grouping of latest OEIF graded inspection,Event type grouping of latest OEIF graded inspection,Inspection start date of latest OEIF graded inspection,Publication date of latest OEIF graded inspection,Does the latest OEIF graded inspection relate to the URN of the current school?,URN at time of latest OEIF graded inspection,LAESTAB at time of latest OEIF graded inspection,School name at time of latest OEIF graded inspection,School type at time of latest OEIF graded inspection,Latest OEIF category of concern,Latest OEIF overall effectiveness,Latest OEIF quality of education,Latest OEIF behaviour and attitudes,Latest OEIF personal development,Latest OEIF effectiveness of leadership and management,Latest OEIF  safeguarding is effective?,Latest OEIF early years provision (where applicable),Latest OEIF sixth form provision (where applicable),Latest ungraded inspection number,Date of latest ungraded inspection,Ungraded inspection publication date,Does the ungraded inspection relate to the URN of the current school?,URN at time of the ungraded inspection,LAESTAB at time of the ungraded inspection,School name at time of the ungraded inspection,School type at time of the ungraded inspection,Ungraded inspection overall outcome,Most recent category of concern
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143761,143761,3831113,The Stephen Longfellow Academy,Alternative provision,Free School - Alternative Provision,01/09/2017,Unknown,Does not have a sixth form,None,None,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds South,LS11 8PG,3206,The GORSE Academies Trust,4971,The GORSE Academies Trust,NULL,0,5,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10127596,S5 Inspection,S5 Inspection,Schools - S5,23/10/2019,02/12/2019,Yes,143761,3831113,The Stephen Longfellow Academy,Free School - Alternative Provision,,2,2,2,2,2,Yes,9,9,10346665,05/02/2025,12/03/2025,Yes,143761,3831113,The Stephen Longfellow Academy,Free School - Alternative Provision,Standards maintained,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/144588,144588,3834110,Co-op Academy Priesthorpe,Secondary,Academy Converter,01/07/2017,Non-selective,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds West and Pudsey,LS28 5SG,2777,THE CO-OPERATIVE ACADEMIES TRUST,4949,The Co-operative Academies Trust,4,1055,11,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10313566,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,21/02/2024,19/03/2024,Yes,144588,3834110,Co-op Academy Priesthorpe,Academy Converter,,2,2,2,1,2,Yes,9,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/144743,144743,3834075,Dixons Trinity Chapeltown,Secondary,Free School,01/09/2017,Non-selective,Does not have a sixth form,None,None,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North East,LS7 4AW,2939,DIXONS ACADEMIES TRUST,2937,Dixons Academies Trust,5,977,4,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10200754,S5 Inspection,S5 Inspection,Schools - S5,03/11/2021,16/01/2022,Yes,144743,3834075,Dixons Trinity Chapeltown,Free School,,1,1,1,1,1,Yes,1,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/144809,144809,3834076,Bishop Young Church of England Academy,Secondary,Academy Sponsor Led,01/05/2017,Non-selective,Does not have a sixth form,Church of England,None,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS14 6NU,2046,Abbey Multi Academy Trust,2043,Abbey Multi Academy Trust,5,780,11,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10297445,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,19/03/2024,15/05/2024,Yes,144809,3834076,Bishop Young Church of England Academy,Academy Sponsor Led,,2,2,2,2,2,Yes,9,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/144824,144824,3832020,"Christ The King Catholic Primary School, A Voluntary Academy",Primary,Academy Sponsor Led,01/07/2017,Not applicable,Does not have a sixth form,Roman Catholic,Unknown,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds West and Pudsey,LS13 2DX,16724,ST GREGORY THE GREAT CATHOLIC ACADEMY TRUST,16731,St Gregory the Great Catholic Academy Trust,5,168,5,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10200755,Academy First Section 5,Academy First Section 5,Schools - S5,14/09/2021,13/10/2021,Yes,144824,3832020,"Christ The King Catholic Primary School, A Voluntary Academy",Academy Sponsor Led,,2,2,2,2,2,Yes,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/145178,145178,3832021,The Richmond Hill Academy,Primary,Academy Sponsor Led,01/11/2017,Not applicable,Does not have a sixth form,Does not apply,None,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds South,LS9 8PN,3206,The GORSE Academies Trust,4971,The GORSE Academies Trust,5,654,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10212323,Academy First Section 5,Academy First Section 5,Schools - S5,09/03/2022,10/05/2022,Yes,145178,3832021,The Richmond Hill Academy,Academy Sponsor Led,,2,2,1,1,1,Yes,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/145306,145306,3832022,Co-op Academy Beckfield,Primary,Academy Sponsor Led,01/12/2017,Non-selective,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds West and Pudsey,BD4 8ER,2777,THE CO-OPERATIVE ACADEMIES TRUST,4949,The Co-operative Academies Trust,5,184,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10346701,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,22/10/2024,04/12/2024,Yes,145306,3832022,Co-op Academy Beckfield,Academy Sponsor Led,,Not judged,2,2,2,2,Yes,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/145525,145525,3833920,Pudsey Waterloo Primary,Primary,Academy Converter,01/03/2018,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds West and Pudsey,LS28 7SR,16956,OWLCOTES MULTI ACADEMY TRUST,17096,Owlcotes Multi- Academy Trust,3,427,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10227632,S5 Inspection,S5 Inspection,Schools - S5,10/05/2022,12/07/2022,Yes,145525,3833920,Pudsey Waterloo Primary,Academy Converter,,2,2,2,2,2,Yes,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/145526,145526,3832339,Pudsey Primrose Hill Primary School,Primary,Academy Converter,01/03/2018,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds West and Pudsey,LS28 6AB,16956,OWLCOTES MULTI ACADEMY TRUST,17096,Owlcotes Multi- Academy Trust,3,471,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10290334,S5 Inspection,S5 Inspection,Schools - S5,10/10/2023,21/11/2023,Yes,145526,3832339,Pudsey Primrose Hill Primary School,Academy Converter,,1,1,1,1,1,Yes,1,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/145732,145732,3837007,Penny Field School,Special,Academy Special Sponsor Led,01/05/2021,Not applicable,Has a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North East,LS6 4QD,5252,WELLSPRING ACADEMY TRUST,5251,Wellspring Academy Trust,4,69,2,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10323102,Academy First Section 5,Academy First Section 5,Schools - S5,18/04/2024,10/06/2024,Yes,145732,3837007,Penny Field School,Academy Special Sponsor Led,,2,2,1,1,2,Yes,9,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/145733,145733,3832023,Methley Primary School,Primary,Academy Sponsor Led,01/04/2018,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Selby,LS26 9HT,16321,The Brigshaw Learning Partnership,16983,The Brigshaw Learning Partnership,1,436,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10241395,Academy First Section 5,Academy First Section 5,Schools - S5,14/09/2022,13/11/2022,Yes,145733,3832023,Methley Primary School,Academy Sponsor Led,,2,2,2,2,2,Yes,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/145879,145879,3832024,Elements Primary School,Primary,Free School,01/09/2018,Unknown,Does not have a sixth form,None,Unknown,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds South,LS10 4WR,5252,WELLSPRING ACADEMY TRUST,5251,Wellspring Academy Trust,5,400,4,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10255579,S5 Inspection,S5 Inspection,Schools - S5,24/01/2023,15/03/2023,Yes,145879,3832024,Elements Primary School,Free School,,2,2,2,2,2,Yes,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/145927,145927,3834077,Cockburn John Charles Academy,Secondary,Academy Sponsor Led,01/04/2018,Unknown,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds South,LS10 2JU,16004,COCKBURN MULTI ACADEMY TRUST,16985,Cockburn Multi Academy Trust,5,1202,11,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10227787,Academy First Section 5,Academy First Section 5,Schools - S5,20/04/2022,16/06/2022,Yes,145927,3834077,Cockburn John Charles Academy,Academy Sponsor Led,,2,2,2,1,1,Yes,9,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/146003,146003,3833044,Thorner Church of England Primary School,Primary,Academy Converter,01/07/2018,Not applicable,Does not have a sixth form,Church of England,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Wetherby and Easingwold,LS14 3JD,16722,Elevate Multi Academy Trust,17334,Elevate Multi Academy Trust,1,180,4,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10241357,02/11/2022,07/12/2022,Yes,146003,3833044,Thorner Church of England Primary School,Academy Converter,School remains Good,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/146102,146102,3832025,Blackgates Primary Academy,Primary,Academy Sponsor Led,01/09/2018,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds South West and Morley,WF3 1QQ,16046,Leodis Academies Trust,5591,Leodis Academies Trust,4,246,2,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10379408,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,23/04/2025,15/06/2025,Yes,146102,3832025,Blackgates Primary Academy,Academy Sponsor Led,,Not judged,2,2,2,2,Yes,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/146213,146213,3832463,Austhorpe Primary School,Primary,Academy Converter,01/09/2018,Not applicable,Does not have a sixth form,None,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS15 8TP,15727,RED KITE LEARNING TRUST,16579,Red Kite Learning Trust,1,213,4,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10255773,08/12/2022,31/01/2023,Yes,146213,3832463,Austhorpe Primary School,Academy Converter,School remains Good,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/146215,146215,3833923,Meadowfield Primary School,Primary,Academy Converter,01/11/2018,Not applicable,Does not have a sixth form,None,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds South,LS9 0JY,15727,RED KITE LEARNING TRUST,16579,Red Kite Learning Trust,5,493,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10271261,S5 Inspection,S5 Inspection,Schools - S5,19/04/2023,15/06/2023,Yes,146215,3833923,Meadowfield Primary School,Academy Converter,,2,2,2,1,2,Yes,1,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/146217,146217,3834114,Boston Spa Academy,Secondary,Academy Converter,01/09/2018,Non-selective,Has a sixth form,None,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Wetherby and Easingwold,LS23 6RW,3206,The GORSE Academies Trust,4971,The GORSE Academies Trust,3,1456,11,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10255772,S5 Inspection,S5 Inspection,Schools - S5,24/01/2023,19/03/2023,Yes,146217,3834114,Boston Spa Academy,Academy Converter,,1,1,1,1,1,Yes,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/146218,146218,3832465,Templenewsam Halton Primary School,Primary,Academy Converter,01/11/2018,Not applicable,Does not have a sixth form,None,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds South,LS15 7SY,15727,RED KITE LEARNING TRUST,16579,Red Kite Learning Trust,3,461,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10255794,10/03/2023,08/05/2023,Yes,146218,3832465,Templenewsam Halton Primary School,Academy Converter,School remains Good,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/146219,146219,3832466,Whitkirk Primary School,Primary,Academy Converter,01/11/2018,Not applicable,Does not have a sixth form,None,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS15 0EU,15727,RED KITE LEARNING TRUST,16579,Red Kite Learning Trust,3,386,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10255571,S5 Inspection,S5 Inspection,Schools - S5,21/03/2023,17/05/2023,Yes,146219,3832466,Whitkirk Primary School,Academy Converter,,2,2,1,2,2,Yes,1,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/146233,146233,3832453,Colton Primary School,Primary,Academy Converter,01/11/2018,Not applicable,Does not have a sixth form,None,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS15 9AL,15727,RED KITE LEARNING TRUST,16579,Red Kite Learning Trust,1,239,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10323104,S5 Inspection,S5 Inspection,Schools - S5,21/05/2024,27/06/2024,Yes,146233,3832453,Colton Primary School,Academy Converter,,1,1,1,1,1,Yes,1,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/146247,146247,3834046,Temple Moor High School,Secondary,Academy Converter,01/11/2018,Non-selective,Has a sixth form,None,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds South,LS15 0PT,15727,RED KITE LEARNING TRUST,16579,Red Kite Learning Trust,4,1333,11,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10255795,02/03/2023,26/04/2023,Yes,146247,3834046,Temple Moor High School,Academy Converter,School remains Good,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/146297,146297,3832477,Middleton Primary School,Primary,Academy Converter,01/09/2018,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds South,LS10 4HU,16004,COCKBURN MULTI ACADEMY TRUST,16985,Cockburn Multi Academy Trust,5,398,5,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10255776,17/11/2022,30/01/2023,Yes,146297,3832477,Middleton Primary School,Academy Converter,School remains Good,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/146306,146306,3832027,Christ Church Upper Armley Church of England Primary School,Primary,Academy Sponsor Led,01/09/2018,Not applicable,Does not have a sixth form,Church of England,Church of England,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds West and Pudsey,LS12 3NU,2046,Abbey Multi Academy Trust,2043,Abbey Multi Academy Trust,5,195,4,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10255552,Academy First Section 5,Academy First Section 5,Schools - S5,19/01/2023,06/03/2023,Yes,146306,3832027,Christ Church Upper Armley Church of England Primary School,Academy Sponsor Led,,2,2,2,2,2,Yes,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/146363,146363,3834078,Dixons Unity Academy,Secondary,Academy Sponsor Led,01/10/2018,Non-selective,Does not have a sixth form,None,None,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds West and Pudsey,LS12 3DS,2939,DIXONS ACADEMIES TRUST,2937,Dixons Academies Trust,5,932,11,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10325043,Schools with Serious Weaknesses Visit 3,Section 8 deemed section 5,Schools - S8 deemed S5,02/07/2024,25/07/2024,Yes,146363,3834078,Dixons Unity Academy,Academy Sponsor Led,,2,2,3,2,2,Yes,9,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/146540,146540,3832028,Calverley Parkside Primary School,Primary,Academy Sponsor Led,01/11/2018,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds West and Pudsey,LS28 5PQ,16956,OWLCOTES MULTI ACADEMY TRUST,17096,Owlcotes Multi- Academy Trust,1,235,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10255564,Academy First Section 5,Academy First Section 5,Schools - S5,13/12/2022,07/02/2023,Yes,146540,3832028,Calverley Parkside Primary School,Academy Sponsor Led,,2,2,2,2,1,Yes,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/146542,146542,3832030,Bramley Park Academy,Primary,Academy Sponsor Led,01/11/2018,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds West and Pudsey,LS13 3DP,5252,WELLSPRING ACADEMY TRUST,5251,Wellspring Academy Trust,5,331,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10255563,Academy First Section 5,Academy First Section 5,Schools - S5,01/03/2023,01/05/2023,Yes,146542,3832030,Bramley Park Academy,Academy Sponsor Led,,1,1,1,1,1,Yes,1,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/146927,146927,3832489,Raynville Academy,Primary,Academy Converter,01/04/2019,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds West and Pudsey,LS13 2TQ,16954,GREAT HEIGHTS ACADEMY TRUST,3254,Great Heights Academy Trust,5,416,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10268560,21/09/2023,15/11/2023,Yes,146927,3832489,Raynville Academy,Academy Converter,School remains Good,NULL
